"date","year","month","day","5707002"
1979-03-28,1979,3,28,0
1979-03-29,1979,3,29,0
1979-03-30,1979,3,30,0
1979-03-31,1979,3,31,0
1979-04-01,1979,4,1,0
1979-04-02,1979,4,2,0
1979-04-03,1979,4,3,2.4190483
1979-04-04,1979,4,4,0.6227845
1979-04-05,1979,4,5,0.043187369
1979-04-06,1979,4,6,0
1979-04-07,1979,4,7,0
1979-04-08,1979,4,8,0
1979-04-09,1979,4,9,0
1979-04-10,1979,4,10,0
1979-04-11,1979,4,11,0
1979-04-12,1979,4,12,0
1979-04-13,1979,4,13,0
1979-04-14,1979,4,14,0
1979-04-15,1979,4,15,0
1979-04-16,1979,4,16,0
1979-04-17,1979,4,17,0
1979-04-18,1979,4,18,0
1979-04-19,1979,4,19,0
1979-04-20,1979,4,20,0
1979-04-21,1979,4,21,0
1979-04-22,1979,4,22,0.14464976
1979-04-23,1979,4,23,0.017934394
1979-04-24,1979,4,24,0.020689538
1979-04-25,1979,4,25,0
1979-04-26,1979,4,26,0
1979-04-27,1979,4,27,5.3587571
1979-04-28,1979,4,28,0.024392141
1979-04-29,1979,4,29,0
1979-04-30,1979,4,30,0.51362904
1979-05-01,1979,5,1,2.9843581
1979-05-02,1979,5,2,16.968568
1979-05-03,1979,5,3,0.25961845
1979-05-04,1979,5,4,0
1979-05-05,1979,5,5,0
1979-05-06,1979,5,6,0
1979-05-07,1979,5,7,0
1979-05-08,1979,5,8,0
1979-05-09,1979,5,9,0
1979-05-10,1979,5,10,0.07918865
1979-05-11,1979,5,11,0
1979-05-12,1979,5,12,0
1979-05-13,1979,5,13,0
1979-05-14,1979,5,14,0
1979-05-15,1979,5,15,2.8297389
1979-05-16,1979,5,16,15.136408
1979-05-17,1979,5,17,2.2672885
1979-05-18,1979,5,18,0
1979-05-19,1979,5,19,0
1979-05-20,1979,5,20,0
1979-05-21,1979,5,21,0
1979-05-22,1979,5,22,0
1979-05-23,1979,5,23,0
1979-05-24,1979,5,24,0
1979-05-25,1979,5,25,0
1979-05-26,1979,5,26,0
1979-05-27,1979,5,27,4.7376274
1979-05-28,1979,5,28,0
1979-05-29,1979,5,29,0
1979-05-30,1979,5,30,0
1979-05-31,1979,5,31,0
1979-06-01,1979,6,1,0
1979-06-02,1979,6,2,0
1979-06-03,1979,6,3,0
1979-06-04,1979,6,4,0.0013963528
1979-06-05,1979,6,5,6.1519553e-05
1979-06-06,1979,6,6,0.0011831526
1979-06-07,1979,6,7,0.0032443582
1979-06-08,1979,6,8,0
1979-06-09,1979,6,9,0
1979-06-10,1979,6,10,1.0414725e-05
1979-06-11,1979,6,11,0
1979-06-12,1979,6,12,0
1979-06-13,1979,6,13,0
1979-06-14,1979,6,14,0
1979-06-15,1979,6,15,0
1979-06-16,1979,6,16,0
1979-06-17,1979,6,17,0
1979-06-18,1979,6,18,0
1979-06-19,1979,6,19,0
1979-06-20,1979,6,20,0
1979-06-21,1979,6,21,0
1979-06-22,1979,6,22,0.080725647
1979-06-23,1979,6,23,0.0019283335
1979-06-24,1979,6,24,0
1979-06-25,1979,6,25,0
1979-06-26,1979,6,26,0
1979-06-27,1979,6,27,0
1979-06-28,1979,6,28,0
1979-06-29,1979,6,29,0
1979-06-30,1979,6,30,0
1979-07-01,1979,7,1,0
1979-07-02,1979,7,2,0
1979-07-03,1979,7,3,0
1979-07-04,1979,7,4,0
1979-07-05,1979,7,5,0
1979-07-06,1979,7,6,0
1979-07-07,1979,7,7,0
1979-07-08,1979,7,8,0
1979-07-09,1979,7,9,0
1979-07-10,1979,7,10,0
1979-07-11,1979,7,11,0
1979-07-12,1979,7,12,0
1979-07-13,1979,7,13,0
1979-07-14,1979,7,14,0
1979-07-15,1979,7,15,0
1979-07-16,1979,7,16,0
1979-07-17,1979,7,17,0
1979-07-18,1979,7,18,0
1979-07-19,1979,7,19,0
1979-07-20,1979,7,20,0
1979-07-21,1979,7,21,0
1979-07-22,1979,7,22,0
1979-07-23,1979,7,23,5.5710747
1979-07-24,1979,7,24,0
1979-07-25,1979,7,25,6.4973465
1979-07-26,1979,7,26,53.871804
1979-07-27,1979,7,27,9.8827136
1979-07-28,1979,7,28,0.32106943
1979-07-29,1979,7,29,0.66848275
1979-07-30,1979,7,30,34.361406
1979-07-31,1979,7,31,28.16315
1979-08-01,1979,8,1,2.5073406
1979-08-02,1979,8,2,0
1979-08-03,1979,8,3,7.0179009
1979-08-04,1979,8,4,0.00049039937
1979-08-05,1979,8,5,0
1979-08-06,1979,8,6,0
1979-08-07,1979,8,7,0
1979-08-08,1979,8,8,0
1979-08-09,1979,8,9,0
1979-08-10,1979,8,10,0
1979-08-11,1979,8,11,0
1979-08-12,1979,8,12,0
1979-08-13,1979,8,13,0
1979-08-14,1979,8,14,0
1979-08-15,1979,8,15,0
1979-08-16,1979,8,16,0
1979-08-17,1979,8,17,0
1979-08-18,1979,8,18,0
1979-08-19,1979,8,19,0
1979-08-20,1979,8,20,0
1979-08-21,1979,8,21,0
1979-08-22,1979,8,22,0
1979-08-23,1979,8,23,12.879071
1979-08-24,1979,8,24,43.03912
1979-08-25,1979,8,25,4.3488147
1979-08-26,1979,8,26,13.534707
1979-08-27,1979,8,27,3.4125057
1979-08-28,1979,8,28,3.6769271
1979-08-29,1979,8,29,5.0862438
1979-08-30,1979,8,30,40.796287
1979-08-31,1979,8,31,7.0852827
1979-09-01,1979,9,1,0
1979-09-02,1979,9,2,0
1979-09-03,1979,9,3,0
1979-09-04,1979,9,4,0
1979-09-05,1979,9,5,0
1979-09-06,1979,9,6,0
1979-09-07,1979,9,7,2.2272143
1979-09-08,1979,9,8,0
1979-09-09,1979,9,9,0
1979-09-10,1979,9,10,0
1979-09-11,1979,9,11,0.0029750166
1979-09-12,1979,9,12,6.8427782e-05
1979-09-13,1979,9,13,0.008675934
1979-09-14,1979,9,14,4.4498142
1979-09-15,1979,9,15,0.1396096
1979-09-16,1979,9,16,0
1979-09-17,1979,9,17,0
1979-09-18,1979,9,18,0
1979-09-19,1979,9,19,1.3598253
1979-09-20,1979,9,20,0
1979-09-21,1979,9,21,0
1979-09-22,1979,9,22,7.7664561
1979-09-23,1979,9,23,18.057619
1979-09-24,1979,9,24,2.5170639
1979-09-25,1979,9,25,2.9942747
1979-09-26,1979,9,26,9.0074218
1979-09-27,1979,9,27,3.307447
1979-09-28,1979,9,28,0.19538438
1979-09-29,1979,9,29,0
1979-09-30,1979,9,30,0.0020820856
1979-10-01,1979,10,1,0.011141826
1979-10-02,1979,10,2,0.026048598
1979-10-03,1979,10,3,0.084921744
1979-10-04,1979,10,4,0
1979-10-05,1979,10,5,0
1979-10-06,1979,10,6,0
1979-10-07,1979,10,7,0
1979-10-08,1979,10,8,0
1979-10-09,1979,10,9,0
1979-10-10,1979,10,10,0
1979-10-11,1979,10,11,0
1979-10-12,1979,10,12,0
1979-10-13,1979,10,13,0
1979-10-14,1979,10,14,0
1979-10-15,1979,10,15,0
1979-10-16,1979,10,16,0
1979-10-17,1979,10,17,0
1979-10-18,1979,10,18,0
1979-10-19,1979,10,19,0
1979-10-20,1979,10,20,3.4184264e-05
1979-10-21,1979,10,21,0.029727895
1979-10-22,1979,10,22,0
1979-10-23,1979,10,23,0
1979-10-24,1979,10,24,1.2466818
1979-10-25,1979,10,25,0
1979-10-26,1979,10,26,0
1979-10-27,1979,10,27,0
1979-10-28,1979,10,28,11.744726
1979-10-29,1979,10,29,3.2366988
1979-10-30,1979,10,30,0
1979-10-31,1979,10,31,0
1979-11-01,1979,11,1,0
1979-11-02,1979,11,2,0
1979-11-03,1979,11,3,0
1979-11-04,1979,11,4,0
1979-11-05,1979,11,5,0
1979-11-06,1979,11,6,3.1595453
1979-11-07,1979,11,7,14.822509
1979-11-08,1979,11,8,2.1539804
1979-11-09,1979,11,9,0
1979-11-10,1979,11,10,0
1979-11-11,1979,11,11,0
1979-11-12,1979,11,12,1.4882348
1979-11-13,1979,11,13,0
1979-11-14,1979,11,14,0
1979-11-15,1979,11,15,0
1979-11-16,1979,11,16,13.359227
1979-11-17,1979,11,17,5.7008789
1979-11-18,1979,11,18,13.22243
1979-11-19,1979,11,19,5.5549703
1979-11-20,1979,11,20,0
1979-11-21,1979,11,21,0
1979-11-22,1979,11,22,0
1979-11-23,1979,11,23,0
1979-11-24,1979,11,24,0
1979-11-25,1979,11,25,0
1979-11-26,1979,11,26,0
1979-11-27,1979,11,27,0.031093397
1979-11-28,1979,11,28,0
1979-11-29,1979,11,29,0
1979-11-30,1979,11,30,0
1979-12-01,1979,12,1,0
1979-12-02,1979,12,2,0
1979-12-03,1979,12,3,0.13969943
1979-12-04,1979,12,4,1.0561313
1979-12-05,1979,12,5,12.992586
1979-12-06,1979,12,6,0.13644581
1979-12-07,1979,12,7,0
1979-12-08,1979,12,8,0
1979-12-09,1979,12,9,0
1979-12-10,1979,12,10,0
1979-12-11,1979,12,11,0.0091171852
1979-12-12,1979,12,12,16.512606
1979-12-13,1979,12,13,31.149583
1979-12-14,1979,12,14,4.7497535
1979-12-15,1979,12,15,0
1979-12-16,1979,12,16,0
1979-12-17,1979,12,17,0
1979-12-18,1979,12,18,0
1979-12-19,1979,12,19,2.8246902e-05
1979-12-20,1979,12,20,0.57039729
1979-12-21,1979,12,21,0.00093397823
1979-12-22,1979,12,22,0
1979-12-23,1979,12,23,0
1979-12-24,1979,12,24,0.0018255474
1979-12-25,1979,12,25,0
1979-12-26,1979,12,26,0
1979-12-27,1979,12,27,0.00030425791
1979-12-28,1979,12,28,0.0039553528
1979-12-29,1979,12,29,0
1979-12-30,1979,12,30,0.0018389378
1979-12-31,1979,12,31,0.45342344
1980-01-01,1980,1,1,0
1980-01-02,1980,1,2,0
1980-01-03,1980,1,3,0
1980-01-04,1980,1,4,0
1980-01-05,1980,1,5,0
1980-01-06,1980,1,6,0
1980-01-07,1980,1,7,0
1980-01-08,1980,1,8,0
1980-01-09,1980,1,9,0
1980-01-10,1980,1,10,0
1980-01-11,1980,1,11,0
1980-01-12,1980,1,12,0
1980-01-13,1980,1,13,1.7947927
1980-01-14,1980,1,14,0.24258636
1980-01-15,1980,1,15,0
1980-01-16,1980,1,16,0
1980-01-17,1980,1,17,0
1980-01-18,1980,1,18,0
1980-01-19,1980,1,19,0.002348274
1980-01-20,1980,1,20,0.055301715
1980-01-21,1980,1,21,4.0366993
1980-01-22,1980,1,22,0.54263425
1980-01-23,1980,1,23,0
1980-01-24,1980,1,24,0
1980-01-25,1980,1,25,0
1980-01-26,1980,1,26,0
1980-01-27,1980,1,27,0
1980-01-28,1980,1,28,0.27390935
1980-01-29,1980,1,29,2.4839691
1980-01-30,1980,1,30,4.8129554
1980-01-31,1980,1,31,0.021788916
1980-02-01,1980,2,1,0.18799311
1980-02-02,1980,2,2,0.014844848
1980-02-03,1980,2,3,0.0026338058
1980-02-04,1980,2,4,0
1980-02-05,1980,2,5,0
1980-02-06,1980,2,6,0
1980-02-07,1980,2,7,0
1980-02-08,1980,2,8,0.0049239928
1980-02-09,1980,2,9,9.6419923
1980-02-10,1980,2,10,0.1536914
1980-02-11,1980,2,11,0
1980-02-12,1980,2,12,0
1980-02-13,1980,2,13,0
1980-02-14,1980,2,14,0.0024599456
1980-02-15,1980,2,15,0
1980-02-16,1980,2,16,0.036820041
1980-02-17,1980,2,17,0.0051039371
1980-02-18,1980,2,18,6.3261111e-05
1980-02-19,1980,2,19,0
1980-02-20,1980,2,20,7.4274853
1980-02-21,1980,2,21,4.2754834
1980-02-22,1980,2,22,1.0340693
1980-02-23,1980,2,23,0.28792262
1980-02-24,1980,2,24,0
1980-02-25,1980,2,25,0
1980-02-26,1980,2,26,0.0039076156
1980-02-27,1980,2,27,0.029004743
1980-02-28,1980,2,28,0
1980-02-29,1980,2,29,0.32081989
1980-03-01,1980,3,1,0
1980-03-02,1980,3,2,0
1980-03-03,1980,3,3,0
1980-03-04,1980,3,4,0
1980-03-05,1980,3,5,0
1980-03-06,1980,3,6,0
1980-03-07,1980,3,7,0
1980-03-08,1980,3,8,0
1980-03-09,1980,3,9,0
1980-03-10,1980,3,10,0.06010618
1980-03-11,1980,3,11,0
1980-03-12,1980,3,12,0
1980-03-13,1980,3,13,0
1980-03-14,1980,3,14,0
1980-03-15,1980,3,15,0
1980-03-16,1980,3,16,0
1980-03-17,1980,3,17,0
1980-03-18,1980,3,18,0
1980-03-19,1980,3,19,0
1980-03-20,1980,3,20,0
1980-03-21,1980,3,21,0
1980-03-22,1980,3,22,0
1980-03-23,1980,3,23,0
1980-03-24,1980,3,24,0
1980-03-25,1980,3,25,0
1980-03-26,1980,3,26,0
1980-03-27,1980,3,27,0
1980-03-28,1980,3,28,0
1980-03-29,1980,3,29,0
1980-03-30,1980,3,30,0
1980-03-31,1980,3,31,0
1980-04-01,1980,4,1,0
1980-04-02,1980,4,2,0
1980-04-03,1980,4,3,0
1980-04-04,1980,4,4,0.034905404
1980-04-05,1980,4,5,0
1980-04-06,1980,4,6,0
1980-04-07,1980,4,7,3.1314061
1980-04-08,1980,4,8,8.8581066
1980-04-09,1980,4,9,64.533512
1980-04-10,1980,4,10,68.228566
1980-04-11,1980,4,11,29.913963
1980-04-12,1980,4,12,3.2846966
1980-04-13,1980,4,13,0.16913965
1980-04-14,1980,4,14,0
1980-04-15,1980,4,15,0
1980-04-16,1980,4,16,5.499511
1980-04-17,1980,4,17,2.0272469
1980-04-18,1980,4,18,0
1980-04-19,1980,4,19,0
1980-04-20,1980,4,20,0
1980-04-21,1980,4,21,0.25451078
1980-04-22,1980,4,22,8.746248
1980-04-23,1980,4,23,17.142792
1980-04-24,1980,4,24,5.8046304
1980-04-25,1980,4,25,0
1980-04-26,1980,4,26,0.87106258
1980-04-27,1980,4,27,0
1980-04-28,1980,4,28,0.012505479
1980-04-29,1980,4,29,3.1216842
1980-04-30,1980,4,30,0.0046818276
1980-05-01,1980,5,1,0.0048977799
1980-05-02,1980,5,2,0
1980-05-03,1980,5,3,0
1980-05-04,1980,5,4,0.52200758
1980-05-05,1980,5,5,0
1980-05-06,1980,5,6,0
1980-05-07,1980,5,7,0
1980-05-08,1980,5,8,0
1980-05-09,1980,5,9,37.234691
1980-05-10,1980,5,10,74.102119
1980-05-11,1980,5,11,1.6736407
1980-05-12,1980,5,12,0
1980-05-13,1980,5,13,0
1980-05-14,1980,5,14,0.041385351
1980-05-15,1980,5,15,0
1980-05-16,1980,5,16,0
1980-05-17,1980,5,17,0
1980-05-18,1980,5,18,0
1980-05-19,1980,5,19,6.5839819
1980-05-20,1980,5,20,1.3479032
1980-05-21,1980,5,21,4.1063092
1980-05-22,1980,5,22,0
1980-05-23,1980,5,23,0.081799598
1980-05-24,1980,5,24,0
1980-05-25,1980,5,25,0
1980-05-26,1980,5,26,0
1980-05-27,1980,5,27,0.1009167
1980-05-28,1980,5,28,0.093929365
1980-05-29,1980,5,29,51.103238
1980-05-30,1980,5,30,14.377709
1980-05-31,1980,5,31,10.966658
1980-06-01,1980,6,1,1.3412102e-05
1980-06-02,1980,6,2,0
1980-06-03,1980,6,3,0
1980-06-04,1980,6,4,0
1980-06-05,1980,6,5,0
1980-06-06,1980,6,6,0
1980-06-07,1980,6,7,7.5096424
1980-06-08,1980,6,8,4.4473636
1980-06-09,1980,6,9,0
1980-06-10,1980,6,10,0
1980-06-11,1980,6,11,0
1980-06-12,1980,6,12,0
1980-06-13,1980,6,13,0
1980-06-14,1980,6,14,0
1980-06-15,1980,6,15,0
1980-06-16,1980,6,16,0
1980-06-17,1980,6,17,0
1980-06-18,1980,6,18,0
1980-06-19,1980,6,19,0
1980-06-20,1980,6,20,0
1980-06-21,1980,6,21,7.4390891e-06
1980-06-22,1980,6,22,1.9711149
1980-06-23,1980,6,23,19.823556
1980-06-24,1980,6,24,4.0634458
1980-06-25,1980,6,25,0.047788474
1980-06-26,1980,6,26,3.7097254
1980-06-27,1980,6,27,9.5027744
1980-06-28,1980,6,28,17.991576
1980-06-29,1980,6,29,16.831158
1980-06-30,1980,6,30,0.0085650649
1980-07-01,1980,7,1,0
1980-07-02,1980,7,2,0
1980-07-03,1980,7,3,0
1980-07-04,1980,7,4,0
1980-07-05,1980,7,5,0
1980-07-06,1980,7,6,6.8707571
1980-07-07,1980,7,7,0.1330482
1980-07-08,1980,7,8,0
1980-07-09,1980,7,9,0
1980-07-10,1980,7,10,0
1980-07-11,1980,7,11,0
1980-07-12,1980,7,12,0
1980-07-13,1980,7,13,2.5006826
1980-07-14,1980,7,14,0
1980-07-15,1980,7,15,0
1980-07-16,1980,7,16,0
1980-07-17,1980,7,17,4.940447
1980-07-18,1980,7,18,53.197133
1980-07-19,1980,7,19,8.1254236
1980-07-20,1980,7,20,0
1980-07-21,1980,7,21,0
1980-07-22,1980,7,22,0
1980-07-23,1980,7,23,0
1980-07-24,1980,7,24,1.9571938
1980-07-25,1980,7,25,10.227092
1980-07-26,1980,7,26,0.20434572
1980-07-27,1980,7,27,15.994038
1980-07-28,1980,7,28,11.788048
1980-07-29,1980,7,29,0.0077219472
1980-07-30,1980,7,30,0
1980-07-31,1980,7,31,0
1980-08-01,1980,8,1,0
1980-08-02,1980,8,2,0.19320864
1980-08-03,1980,8,3,0
1980-08-04,1980,8,4,0
1980-08-05,1980,8,5,0
1980-08-06,1980,8,6,10.132181
1980-08-07,1980,8,7,0.58676028
1980-08-08,1980,8,8,0
1980-08-09,1980,8,9,0
1980-08-10,1980,8,10,0
1980-08-11,1980,8,11,0
1980-08-12,1980,8,12,0
1980-08-13,1980,8,13,0
1980-08-14,1980,8,14,0
1980-08-15,1980,8,15,0
1980-08-16,1980,8,16,0
1980-08-17,1980,8,17,0
1980-08-18,1980,8,18,0
1980-08-19,1980,8,19,0
1980-08-20,1980,8,20,0
1980-08-21,1980,8,21,0
1980-08-22,1980,8,22,0
1980-08-23,1980,8,23,0
1980-08-24,1980,8,24,0
1980-08-25,1980,8,25,0
1980-08-26,1980,8,26,0
1980-08-27,1980,8,27,0
1980-08-28,1980,8,28,0
1980-08-29,1980,8,29,0
1980-08-30,1980,8,30,0
1980-08-31,1980,8,31,0.038077103
1980-09-01,1980,9,1,0
1980-09-02,1980,9,2,0
1980-09-03,1980,9,3,0
1980-09-04,1980,9,4,0
1980-09-05,1980,9,5,0
1980-09-06,1980,9,6,0
1980-09-07,1980,9,7,0.59248166
1980-09-08,1980,9,8,0
1980-09-09,1980,9,9,0
1980-09-10,1980,9,10,0
1980-09-11,1980,9,11,0
1980-09-12,1980,9,12,0
1980-09-13,1980,9,13,0
1980-09-14,1980,9,14,0
1980-09-15,1980,9,15,0
1980-09-16,1980,9,16,0
1980-09-17,1980,9,17,1.282846
1980-09-18,1980,9,18,0.7836295
1980-09-19,1980,9,19,0
1980-09-20,1980,9,20,0
1980-09-21,1980,9,21,0
1980-09-22,1980,9,22,0
1980-09-23,1980,9,23,0
1980-09-24,1980,9,24,0
1980-09-25,1980,9,25,0.28138577
1980-09-26,1980,9,26,0.00036102915
1980-09-27,1980,9,27,0
1980-09-28,1980,9,28,6.2469583
1980-09-29,1980,9,29,31.378873
1980-09-30,1980,9,30,22.842351
1980-10-01,1980,10,1,13.788938
1980-10-02,1980,10,2,0.015758767
1980-10-03,1980,10,3,0
1980-10-04,1980,10,4,0
1980-10-05,1980,10,5,0
1980-10-06,1980,10,6,0.6443165
1980-10-07,1980,10,7,0
1980-10-08,1980,10,8,0
1980-10-09,1980,10,9,2.2802613
1980-10-10,1980,10,10,0.030827333
1980-10-11,1980,10,11,0
1980-10-12,1980,10,12,0
1980-10-13,1980,10,13,0
1980-10-14,1980,10,14,0
1980-10-15,1980,10,15,0
1980-10-16,1980,10,16,0
1980-10-17,1980,10,17,0
1980-10-18,1980,10,18,0.035943155
1980-10-19,1980,10,19,0
1980-10-20,1980,10,20,0
1980-10-21,1980,10,21,0.13297793
1980-10-22,1980,10,22,0
1980-10-23,1980,10,23,0
1980-10-24,1980,10,24,0
1980-10-25,1980,10,25,0
1980-10-26,1980,10,26,0
1980-10-27,1980,10,27,0
1980-10-28,1980,10,28,0
1980-10-29,1980,10,29,0
1980-10-30,1980,10,30,0
1980-10-31,1980,10,31,0
1980-11-01,1980,11,1,0
1980-11-02,1980,11,2,0
1980-11-03,1980,11,3,0
1980-11-04,1980,11,4,0
1980-11-05,1980,11,5,0
1980-11-06,1980,11,6,0.61270286
1980-11-07,1980,11,7,7.6447819
1980-11-08,1980,11,8,0.1801303
1980-11-09,1980,11,9,0.0035674371
1980-11-10,1980,11,10,0
1980-11-11,1980,11,11,0
1980-11-12,1980,11,12,0
1980-11-13,1980,11,13,0
1980-11-14,1980,11,14,0
1980-11-15,1980,11,15,0
1980-11-16,1980,11,16,0
1980-11-17,1980,11,17,0
1980-11-18,1980,11,18,0
1980-11-19,1980,11,19,0.44759176
1980-11-20,1980,11,20,0
1980-11-21,1980,11,21,0
1980-11-22,1980,11,22,0
1980-11-23,1980,11,23,0
1980-11-24,1980,11,24,0
1980-11-25,1980,11,25,0
1980-11-26,1980,11,26,0
1980-11-27,1980,11,27,0
1980-11-28,1980,11,28,0
1980-11-29,1980,11,29,0
1980-11-30,1980,11,30,0
1980-12-01,1980,12,1,0
1980-12-02,1980,12,2,0
1980-12-03,1980,12,3,0
1980-12-04,1980,12,4,0
1980-12-05,1980,12,5,0
1980-12-06,1980,12,6,0.0024340633
1980-12-07,1980,12,7,0.0058906772
1980-12-08,1980,12,8,0
1980-12-09,1980,12,9,0
1980-12-10,1980,12,10,0
1980-12-11,1980,12,11,0
1980-12-12,1980,12,12,0
1980-12-13,1980,12,13,0
1980-12-14,1980,12,14,0
1980-12-15,1980,12,15,0
1980-12-16,1980,12,16,0
1980-12-17,1980,12,17,11.102947
1980-12-18,1980,12,18,2.9610739
1980-12-19,1980,12,19,0.59937985
1980-12-20,1980,12,20,0.01076794
1980-12-21,1980,12,21,0
1980-12-22,1980,12,22,0.0018807462
1980-12-23,1980,12,23,0.036771586
1980-12-24,1980,12,24,0.00012831485
1980-12-25,1980,12,25,5.455332e-06
1980-12-26,1980,12,26,0
1980-12-27,1980,12,27,0
1980-12-28,1980,12,28,0
1980-12-29,1980,12,29,0
1980-12-30,1980,12,30,0
1980-12-31,1980,12,31,0
1981-01-01,1981,1,1,0.00018816023
1981-01-02,1981,1,2,0
1981-01-03,1981,1,3,0
1981-01-04,1981,1,4,0
1981-01-05,1981,1,5,0
1981-01-06,1981,1,6,0
1981-01-07,1981,1,7,0
1981-01-08,1981,1,8,0
1981-01-09,1981,1,9,0
1981-01-10,1981,1,10,0
1981-01-11,1981,1,11,0
1981-01-12,1981,1,12,0
1981-01-13,1981,1,13,0.01132924
1981-01-14,1981,1,14,0.10992899
1981-01-15,1981,1,15,1.1116463
1981-01-16,1981,1,16,0
1981-01-17,1981,1,17,0
1981-01-18,1981,1,18,0
1981-01-19,1981,1,19,0
1981-01-20,1981,1,20,0
1981-01-21,1981,1,21,0
1981-01-22,1981,1,22,0.016006065
1981-01-23,1981,1,23,0
1981-01-24,1981,1,24,0
1981-01-25,1981,1,25,0
1981-01-26,1981,1,26,0
1981-01-27,1981,1,27,0
1981-01-28,1981,1,28,0
1981-01-29,1981,1,29,0
1981-01-30,1981,1,30,0
1981-01-31,1981,1,31,0
1981-02-01,1981,2,1,0
1981-02-02,1981,2,2,0
1981-02-03,1981,2,3,0
1981-02-04,1981,2,4,0
1981-02-05,1981,2,5,0
1981-02-06,1981,2,6,0
1981-02-07,1981,2,7,0
1981-02-08,1981,2,8,0
1981-02-09,1981,2,9,0
1981-02-10,1981,2,10,1.0728891
1981-02-11,1981,2,11,10.214997
1981-02-12,1981,2,12,0.63569035
1981-02-13,1981,2,13,7.8026652
1981-02-14,1981,2,14,0.21489994
1981-02-15,1981,2,15,0
1981-02-16,1981,2,16,0
1981-02-17,1981,2,17,0
1981-02-18,1981,2,18,0
1981-02-19,1981,2,19,0
1981-02-20,1981,2,20,0
1981-02-21,1981,2,21,0
1981-02-22,1981,2,22,0
1981-02-23,1981,2,23,0
1981-02-24,1981,2,24,0
1981-02-25,1981,2,25,0
1981-02-26,1981,2,26,0
1981-02-27,1981,2,27,0
1981-02-28,1981,2,28,1.5467768
1981-03-01,1981,3,1,0
1981-03-02,1981,3,2,0
1981-03-03,1981,3,3,0
1981-03-04,1981,3,4,0
1981-03-05,1981,3,5,0
1981-03-06,1981,3,6,0
1981-03-07,1981,3,7,0
1981-03-08,1981,3,8,0
1981-03-09,1981,3,9,0
1981-03-10,1981,3,10,0
1981-03-11,1981,3,11,0
1981-03-12,1981,3,12,0
1981-03-13,1981,3,13,0
1981-03-14,1981,3,14,0
1981-03-15,1981,3,15,0
1981-03-16,1981,3,16,0
1981-03-17,1981,3,17,0
1981-03-18,1981,3,18,0
1981-03-19,1981,3,19,0
1981-03-20,1981,3,20,0
1981-03-21,1981,3,21,0
1981-03-22,1981,3,22,0
1981-03-23,1981,3,23,0
